,0
533,0
534,0
535,1
536,1
537,1
538,1
539,0
540,0
541,0
542,0
543,0
544,0
545,1
546,0
547,0
548,1
549,1
550,0
551,1
552,1
553,0
554,0
555,0
556,0
557,1
558,0
559,1
560,0
561,1
562,0
563,1
564,1
565,0
566,0
567,0
568,0
569,1
570,0
571,0
572,0
573,0
574,0
575,0
576,0
577,0
578,1
579,0
580,0
581,0
582,1
583,0
584,0
585,0
586,0
587,1
588,1
589,0
590,0
591,1
592,0
593,0
594,0
595,0
596,1
597,0
598,0
599,0
600,0
601,0
602,0
603,0
604,1
605,0
606,0
607,0
608,1
609,1
610,0
611,0
612,1
613,0
614,0
615,0
616,0
617,1
618,0
619,1
620,0
621,0
622,1
623,0
624,0
625,0
626,0
627,1
628,0
629,1
630,0
631,0
632,0
633,0
634,0
635,0
636,0
637,1
638,1
639,0
640,1
641,0
642,0
643,1
644,1
645,0
646,0
647,0
648,1
649,0
650,0
651,1
652,0
653,0
654,0
655,1
656,1
657,1
658,0
659,1
660,1
661,0
662,1
663,0
664,1
665,0
666,1
667,0
668,1
669,0
670,0
671,1
672,0
673,0
674,0
675,0
676,1
677,0
678,0
679,0
680,1
681,0
682,0
683,1
684,0
685,0
686,0
687,1
688,0
689,0
690,0
691,0
692,0
693,0
694,0
695,0
696,0
697,0
698,0
699,1
700,1
701,0
702,1
703,0
704,0
705,0
706,1
707,0
708,0
709,1
710,0
711,1
712,0
713,0
714,1
715,0
716,1
717,0
718,0
719,0
720,0
721,0
722,0
723,1
724,0
725,0
726,0
727,1
728,0
729,0
730,1
731,1
732,0
733,0
734,1
735,0
736,0
737,0
738,0
739,0
740,0
741,0
742,0
743,1
744,1
745,1
746,0
747,0
748,0
749,0
750,1
751,0
752,1
753,1
754,0
755,0
756,0
757,0
758,0
759,0
760,0
761,0
762,0
763,0
764,0
765,0
766,0
767,1
768,0
769,0
770,0
771,1
772,0
773,0
774,0
775,0
776,0
777,0
778,0
779,0
780,0
781,0
782,1
783,0
784,1
785,1
786,0
787,0
788,0
789,0
790,0
791,0
792,0
793,0
794,0
795,1
796,0
797,1
798,0
799,0
800,0
801,0
802,0
803,0
804,0
805,0
806,0
807,0
808,0
809,0
810,1
811,0
812,0
813,0
814,1
815,0
816,0
817,0
818,1
819,0
820,0
821,0
822,1
823,1
824,1
825,1
826,1
827,0
828,1
829,0
830,0
831,1
832,0
833,0
834,0
835,1
836,0
837,0
838,0
839,0
840,0
841,0
842,1
843,0
844,0
845,0
846,1
847,1
848,1
849,0
850,0
851,0
852,1
853,0
854,0
855,1
856,0
857,0
858,0
859,0
860,0
861,1
862,1
863,0
864,1
865,1
866,0
867,0
868,1
869,0
870,0
871,1
872,0
873,0
874,0
875,0
876,0
877,0
878,0
879,0
880,0
881,0
882,0
883,0
884,0
885,1
886,1
887,1
888,0
889,0
890,0
891,0
892,1
893,0
894,0
895,1
896,0
897,0
898,0
899,1
900,1
901,1
902,1
903,1
904,0
905,1
906,1
907,0
908,0
909,0
910,0
911,0
912,1
913,0
914,0
915,0
916,1
917,0
918,0
919,0
920,1
921,1
922,0
923,1
924,1
925,1
926,0
927,0
928,0
929,0
930,0
931,0
932,1
933,0
934,0
935,1
936,0
937,0
938,0
939,1
940,0
941,0
942,0
943,0
944,0
945,0
946,0
947,0
948,1
949,0
950,0
951,0
952,1
953,1
954,1
955,0
956,0
957,0
958,0
959,0
960,0
961,1
962,1
963,0
964,0
965,0
966,0
967,1
968,1
969,0
970,1
971,0
972,0
973,0
974,0
975,0
976,1
977,0
978,0
979,0
980,0
981,0
982,0
983,0
984,0
985,1
986,1
987,0
988,1
989,0
990,1
991,0
992,1
993,0
994,1
995,0
996,0
997,0
998,0
999,0
1000,0
1001,0
1002,0
1003,1
1004,0
1005,0
1006,1
1007,1
1008,1
1009,0
1010,0
1011,1
1012,0
1013,0
1014,0
1015,0
1016,0
1017,0
1018,0
1019,1
1020,1
1021,0
1022,0
1023,0
1024,0
1025,0
1026,1
1027,0
1028,0
1029,0
1030,0
1031,0
1032,1
1033,1
1034,0
1035,1
1036,0
1037,0
1038,0
1039,0
1040,0
1041,1
1042,0
1043,0
1044,0
1045,1
1046,0
1047,0
1048,1
1049,0
1050,1
1051,1
1052,0
1053,1
1054,1
1055,0
1056,1
1057,0
1058,0
1059,1
1060,0
1061,1
1062,1
1063,0
1064,1
1065,0
1066,1
1067,0
1068,1
1069,0
1070,1
1071,0
1072,0
1073,1
1074,0
1075,0
1076,0
1077,0
1078,1
1079,0
1080,0
1081,1
1082,1
1083,1
1084,0
1085,0
1086,0
1087,0
1088,0
1089,1
1090,1
1091,1
1092,0
1093,0
1094,0
1095,1
1096,0
1097,1
1098,0
1099,0
1100,1
1101,1
1102,0
1103,0
1104,0
1105,0
1106,0
1107,1
1108,0
1109,1
1110,1
1111,0
1112,0
1113,0
1114,0
1115,0
1116,0
1117,0
1118,0
1119,1
1120,0
1121,0
1122,0
1123,0
1124,0
1125,0
1126,0
1127,0
1128,0
1129,0
1130,1
1131,1
1132,0
1133,0
1134,0
1135,0
1136,1
1137,0
1138,0
1139,0
1140,1
1141,1
1142,0
1143,0
1144,0
1145,0
1146,1
1147,0
1148,0
1149,1
1150,0
1151,1
1152,0
1153,0
1154,0
1155,0
1156,0
1157,0
1158,1
1159,0
1160,0
1161,0
1162,0
1163,1
1164,0
1165,0
1166,1
1167,0
1168,1
1169,1
1170,0
1171,1
1172,1
1173,0
1174,0
1175,0
1176,1
1177,0
1178,0
1179,0
1180,1
1181,0
1182,0
1183,0
1184,0
1185,1
1186,0
1187,0
1188,1
1189,1
1190,1
1191,1
1192,0
1193,1
1194,0
1195,0
1196,0
1197,1
1198,0
1199,0
1200,0
1201,0
1202,0
1203,0
1204,0
1205,1
1206,0
1207,1
1208,0
1209,1
1210,0
1211,1
1212,0
1213,0
1214,1
1215,0
1216,1
1217,0
1218,1
1219,1
1220,0
1221,0
1222,0
1223,0
1224,1
1225,1
1226,0
1227,0
1228,1
1229,0
1230,1
1231,0
1232,1
1233,1
1234,1
1235,1
1236,0
1237,0
1238,0
1239,1
1240,1
1241,0
1242,1
1243,1
1244,0
1245,0
1246,0
1247,0
1248,0
1249,1
1250,1
1251,0
1252,0
1253,1
1254,0
1255,1
1256,0
1257,0
1258,1
1259,1
1260,0
1261,0
1262,1
1263,0
1264,0
1265,0
1266,1
1267,0
1268,0
1269,0
1270,0
1271,0
1272,0
1273,0
1274,0
1275,0
1276,1
1277,0
1278,0
1279,0
1280,0
1281,0
1282,0
1283,1
1284,0
1285,0
1286,0
1287,0
1288,0
1289,0
1290,0
1291,0
1292,0
1293,0
1294,1
1295,0
1296,1
1297,0
1298,0
1299,0
1300,0
1301,1
1302,0
1303,0
1304,1
1305,0
1306,0
1307,1
1308,0
1309,0
1310,0
1311,0
1312,0
1313,0
1314,0
1315,1
1316,0
1317,1
1318,0
1319,0
1320,1
1321,1
1322,0
1323,0
1324,0
1325,0
1326,1
1327,1
1328,0
1329,0
1330,0
1331,1
1332,0
1333,1
1334,0
1335,0
1336,0
1337,1
1338,1
1339,0
1340,0
1341,0
1342,0
1343,0
1344,0
1345,0
1346,0
1347,1
1348,1
1349,0
1350,0
1351,0
1352,0
1353,1
1354,1
1355,1
1356,1
1357,0
1358,0
1359,0
1360,0
1361,1
1362,0
1363,1
1364,0
1365,0
1366,0
1367,0
1368,1
1369,1
1370,0
1371,0
1372,0
1373,0
1374,0
1375,0
1376,0
1377,1
1378,0
1379,0
1380,0
1381,0
1382,0
1383,0
1384,0
1385,0
1386,0
1387,0
1388,0
1389,0
1390,1
1391,0
1392,0
1393,1
1394,0
1395,0
1396,1
1397,1
1398,1
1399,0
1400,0
1401,0
1402,0
1403,1
1404,0
1405,0
1406,1
1407,0
1408,0
1409,0
1410,0
1411,0
1412,0
1413,0
1414,1
1415,0
1416,0
1417,1
1418,1
1419,0
1420,0
1421,0
1422,0
1423,1
1424,0
1425,1
1426,1
1427,0
1428,1
1429,0
1430,0
1431,0
1432,0
1433,0
1434,0
1435,0
1436,0
1437,0
1438,0
1439,0
1440,0
1441,1
1442,1
1443,1
1444,0
1445,0
1446,1
1447,1
1448,0
1449,0
1450,1
1451,1
1452,1
1453,0
1454,0
1455,0
1456,0
1457,1
1458,0
1459,0
1460,0
1461,0
1462,0
1463,1
1464,1
1465,0
1466,0
1467,0
1468,0
1469,0
1470,0
1471,1
1472,1
1473,0
1474,0
1475,1
1476,0
1477,0
1478,0
1479,0
1480,0
1481,0
1482,0
1483,0
1484,0
1485,0
1486,0
1487,1
1488,0
1489,0
1490,0
1491,1
1492,1
1493,1
1494,1
1495,1
1496,0
1497,1
1498,0
1499,1
1500,1
1501,1
1502,0
1503,1
1504,0
1505,0
1506,1
1507,1
1508,1
1509,0
1510,1
1511,1
1512,1
1513,0
1514,0
1515,1
1516,0
1517,1
1518,0
1519,0
1520,1
1521,1
1522,0
1523,0
1524,1
1525,0
1526,0
1527,1
1528,0
1529,0
1530,0
1531,0
1532,1
1533,0
1534,0
1535,0
1536,1
1537,0
1538,0
1539,1
1540,1
1541,0
1542,1
1543,1
1544,0
1545,0
1546,0
1547,1
1548,1
1549,0
1550,1
1551,1
1552,0
1553,0
1554,0
1555,0
1556,1
1557,0
1558,0
1559,0
1560,0
1561,0
1562,0
1563,0
1564,1
1565,0
1566,1
1567,0
1568,1
1569,1
1570,0
1571,1
1572,1
1573,0
1574,0
1575,0
1576,0
1577,1
1578,0
1579,0
1580,0
1581,0
1582,0
1583,0
1584,0
1585,0
1586,0
1587,0
1588,0
1589,1
1590,0
1591,0
1592,1
1593,0
1594,1
1595,0
1596,0
1597,0
1598,0
1599,0
1600,0
1601,0
1602,0
1603,0
1604,1
1605,1
1606,1
1607,0
1608,0
1609,0
1610,0
1611,0
1612,0
1613,0
1614,1
1615,0
1616,0
1617,0
1618,1
1619,1
1620,1
1621,0
1622,0
1623,0
1624,1
1625,0
1626,0
1627,0
1628,1
1629,0
1630,0
1631,0
1632,0
1633,0
1634,0
1635,1
1636,0
1637,0
1638,0
1639,0
1640,1
1641,1
1642,0
1643,0
1644,0
1645,0
1646,0
1647,1
1648,0
1649,1
1650,0
1651,1
1652,1
1653,1
1654,0
1655,0
1656,0
1657,1
1658,0
1659,0
1660,0
1661,0
1662,0
1663,0
1664,0
1665,0
1666,0
1667,0
1668,0
1669,0
1670,0
1671,0
1672,1
1673,0
1674,0
1675,0
1676,1
1677,0
1678,0
1679,0
1680,1
1681,0
1682,0
1683,1
1684,1
1685,0
1686,0
1687,0
1688,0
1689,0
1690,1
1691,1
1692,0
1693,0
1694,0
1695,0
1696,0
1697,1
1698,0
1699,0
1700,1
1701,0
1702,1
1703,0
1704,1
1705,1
1706,0
1707,0
1708,0
1709,0
1710,0
1711,0
1712,0
1713,1
1714,1
1715,0
1716,0
1717,0
1718,1
1719,0
1720,0
1721,0
1722,0
1723,0
1724,1
1725,1
1726,1
1727,0
1728,0
1729,0
1730,1
1731,0
1732,0
1733,0
1734,0
1735,0
1736,1
1737,0
1738,0
1739,0
1740,0
1741,0
1742,0
1743,1
1744,0
1745,0
1746,0
1747,0
1748,0
1749,0
1750,0
1751,1
1752,0
1753,1
1754,0
1755,0
1756,1
1757,1
1758,0
1759,1
1760,0
1761,0
1762,1
1763,1
1764,0
1765,0
1766,0
1767,0
1768,0
1769,0
1770,0
1771,0
1772,1
1773,1
1774,0
1775,1
1776,0
1777,1
1778,0
1779,0
1780,0
1781,0
1782,0
1783,0
1784,0
1785,1
1786,1
1787,0
1788,0
1789,1
1790,0
1791,0
1792,0
1793,0
1794,0
1795,0
1796,0
1797,0
1798,0
1799,0
1800,1
1801,0
1802,1
1803,0
1804,0
1805,0
1806,1
1807,0
1808,0
1809,0
1810,0
1811,1
1812,1
1813,0
1814,0
1815,1
1816,0
1817,1
1818,0
1819,0
1820,1
1821,0
1822,0
1823,1
1824,0
1825,1
1826,0
1827,0
1828,0
1829,0
1830,0
1831,0
1832,0
1833,0
1834,1
1835,0
1836,1
1837,0
1838,0
1839,1
1840,1
1841,0
1842,1
1843,0
1844,1
1845,0
1846,0
1847,0
1848,0
1849,0
1850,1
1851,0
1852,1
1853,0
1854,0
1855,1
1856,0
1857,1
1858,0
1859,0
1860,1
1861,0
1862,1
1863,0
1864,0
1865,0
1866,1
1867,0
1868,1
1869,0
1870,1
1871,0
1872,0
1873,0
1874,1
1875,0
1876,1
1877,1
1878,0
1879,1
1880,0
1881,0
1882,1
1883,0
1884,0
1885,0
1886,0
1887,0
1888,0
1889,1
1890,0
1891,0
1892,1
1893,0
1894,0
1895,0
1896,0
1897,0
1898,0
1899,0
1900,0
1901,1
1902,1
1903,1
1904,1
1905,0
1906,0
1907,1
1908,0
1909,0
1910,1
1911,0
1912,0
1913,0
1914,0
1915,0
1916,1
1917,0
1918,0
1919,1
1920,0
1921,0
1922,1
1923,0
1924,1
1925,0
1926,1
1927,1
1928,0
1929,0
1930,0
1931,0
1932,0
1933,0
1934,0
1935,0
1936,0
1937,1
1938,0
1939,1
1940,0
1941,0
1942,0
1943,0
1944,0
1945,0
1946,0
1947,0
1948,0
1949,0
1950,0
1951,0
1952,0
1953,0
1954,0
1955,1
1956,0
1957,1
1958,0
1959,1
1960,1
1961,0
1962,0
1963,0
1964,0
1965,1
1966,1
1967,0
1968,0
1969,0
1970,0
1971,0
1972,0
1973,0
1974,1
1975,0
1976,1
1977,1
1978,1
1979,0
1980,0
1981,0
1982,0
1983,0
1984,0
1985,0
1986,0
1987,0
1988,0
1989,1
1990,0
1991,0
1992,0
1993,0
1994,0
1995,0
1996,0
1997,0
1998,0
1999,1
2000,0
2001,1
2002,0
2003,0
2004,0
2005,0
2006,1
2007,0
2008,0
2009,0
2010,0
2011,1
2012,0
2013,0
2014,0
2015,1
2016,0
2017,0
2018,0
2019,1
2020,0
2021,0
2022,0
2023,0
2024,0
2025,1
2026,0
2027,1
2028,0
2029,0
2030,0
2031,0
2032,1
2033,1
2034,0
2035,0
2036,0
2037,0
2038,0
2039,0
2040,0
2041,1
2042,0
2043,1
2044,1
2045,0
2046,0
2047,0
2048,0
2049,1
2050,0
2051,0
2052,0
2053,0
2054,0
2055,0
2056,0
2057,0
2058,0
2059,0
2060,1
2061,0
2062,0
2063,0
2064,0
2065,0
2066,1
2067,0
2068,0
2069,1
2070,0
2071,1
2072,1
2073,0
2074,1
2075,0
2076,1
2077,0
2078,1
2079,0
2080,0
2081,0
2082,1
2083,0
2084,0
2085,1
2086,1
2087,1
2088,0
2089,0
2090,0
2091,0
2092,0
2093,0
2094,0
2095,0
2096,0
2097,0
2098,0
2099,1
2100,1
2101,1
2102,0
2103,1
2104,0
2105,1
2106,0
2107,0
2108,1
2109,0
2110,0
2111,0
2112,1
2113,0
2114,0
2115,0
2116,0
2117,0
2118,0
2119,1
2120,0
2121,1
2122,0
2123,0
2124,0
2125,0
2126,1
2127,1
2128,0
2129,0
2130,1
2131,1
2132,0
2133,0
2134,0
2135,0
2136,1
2137,0
2138,1
2139,1
2140,1
2141,0
2142,1
2143,0
2144,0
2145,1
2146,1
2147,0
2148,1
2149,0
2150,0
2151,0
2152,0
2153,0
2154,0
2155,0
2156,0
2157,1
2158,0
2159,1
2160,0
2161,0
2162,0
2163,0
2164,1
2165,0
2166,1
2167,0
2168,1
2169,1
2170,0
2171,0
2172,0
2173,1
2174,0
2175,1
2176,0
2177,1
2178,1
2179,0
2180,0
2181,1
2182,1
2183,1
2184,0
2185,0
2186,0
2187,1
2188,1
2189,0
2190,0
2191,1
2192,0
2193,0
2194,0
2195,1
2196,0
2197,0
2198,1
2199,0
2200,0
2201,0
2202,0
2203,0
2204,0
2205,0
2206,0
2207,1
2208,0
2209,0
2210,0
2211,0
2212,0
2213,0
2214,0
2215,0
2216,0
2217,0
2218,0
2219,0
2220,0
2221,0
2222,0
2223,1
2224,0
2225,0
2226,0
2227,1
2228,0
2229,0
2230,1
2231,0
2232,0
2233,1
2234,0
2235,0
2236,1
2237,0
2238,0
2239,0
2240,1
2241,0
2242,0
2243,1
2244,1
2245,0
2246,0
2247,0
2248,0
2249,0
2250,1
2251,0
2252,0
2253,0
2254,0
2255,1
2256,0
2257,0
2258,0
2259,0
2260,1
2261,0
2262,1
2263,0
2264,1
2265,1
2266,0
2267,0
2268,0
2269,1
2270,0
2271,0
2272,0
2273,0
2274,0
2275,0
2276,0
2277,0
2278,1
2279,1
2280,0
2281,0
2282,1
2283,0
2284,1
2285,0
2286,0
2287,0
2288,1
2289,0
2290,0
2291,0
2292,1
2293,0
2294,0
2295,1
2296,0
2297,1
2298,0
2299,1
2300,0
2301,0
2302,0
2303,0
2304,0
2305,0
2306,0
2307,0
2308,1
2309,0
2310,1
2311,1
2312,0
2313,0
2314,0
2315,1
2316,1
2317,0
2318,0
2319,1
2320,0
2321,0
2322,1
2323,0
2324,1
2325,0
2326,0
2327,1
2328,1
2329,1
2330,0
2331,0
2332,0
2333,1
2334,1
2335,1
2336,0
2337,1
2338,0
2339,0
2340,0
2341,1
2342,0
2343,0
2344,0
2345,0
2346,1
2347,0
2348,0
2349,0
2350,1
2351,1
2352,0
2353,1
2354,0
2355,0
2356,1
2357,1
2358,0
2359,1
2360,0
2361,1
2362,0
2363,0
2364,1
2365,1
2366,1
2367,0
2368,0
2369,0
2370,0
2371,1
2372,0
2373,1
2374,1
2375,0
2376,1
2377,0
2378,0
2379,0
2380,0
2381,1
2382,1
2383,1
2384,0
2385,0
2386,1
2387,0
2388,0
2389,0
2390,0
2391,1
2392,1
2393,0
2394,0
2395,0
2396,0
2397,1
2398,0
2399,0
2400,0
2401,1
2402,1
2403,0
2404,0
2405,0
2406,0
2407,1
2408,1
2409,1
2410,0
2411,0
2412,0
2413,1
2414,0
2415,1
2416,0
2417,0
2418,1
2419,1
2420,0
2421,1
2422,0
2423,0
2424,0
2425,1
2426,0
2427,0
2428,1
2429,1
2430,1
2431,0
2432,0
2433,0
2434,0
2435,0
2436,0
2437,1
2438,0
2439,1
2440,1
2441,1
2442,0
2443,0
2444,0
2445,1
2446,0
2447,0
2448,0
2449,1
2450,1
2451,0
2452,0
2453,1
2454,0
2455,0
2456,1
2457,1
2458,0
2459,0
2460,1
2461,0
2462,0
2463,1
2464,1
2465,1
2466,1
2467,1
2468,0
2469,1
2470,0
2471,0
2472,0
2473,0
2474,0
2475,0
2476,0
2477,0
2478,0
2479,0
2480,0
2481,0
2482,0
2483,0
2484,0
2485,0
2486,1
2487,0
2488,0
2489,0
2490,0
2491,0
2492,0
2493,1
2494,0
2495,0
2496,0
2497,0
2498,0
2499,1
2500,0
2501,0
2502,0
2503,1
2504,0
2505,0
2506,0
2507,0
2508,0
2509,0
2510,0
2511,0
2512,0
2513,0
2514,0
2515,0
2516,0
2517,1
2518,0
2519,0
2520,1
2521,1
2522,0
2523,0
2524,1
2525,0
2526,1
2527,0
2528,0
2529,0
2530,1
2531,1
2532,0
2533,1
2534,0
2535,0
2536,1
2537,0
2538,1
2539,0
2540,0
2541,0
2542,0
2543,0
2544,1
2545,1
2546,1
2547,0
2548,0
2549,1
2550,0
2551,1
2552,0
2553,0
2554,0
2555,0
2556,0
2557,1
2558,0
2559,0
2560,0
2561,0
2562,0
2563,0
2564,0
2565,1
2566,1
2567,1
2568,0
2569,1
2570,0
2571,0
2572,0
2573,1
2574,0
2575,1
2576,1
2577,0
2578,0
2579,1
2580,1
2581,0
2582,1
2583,0
2584,0
2585,0
2586,0
2587,1
2588,1
2589,1
2590,0
2591,0
2592,0
2593,1
2594,1
2595,1
2596,0
2597,0
2598,1
2599,0
2600,0
2601,1
2602,0
2603,0
2604,1
2605,0
2606,0
2607,0
2608,0
2609,0
2610,0
2611,0
2612,1
2613,0
2614,0
2615,0
2616,1
2617,0
2618,0
2619,0
2620,0
2621,1
2622,0
2623,0
2624,1
2625,0
2626,0
2627,1
2628,0
2629,0
2630,0
2631,1
2632,0
2633,0
2634,0
2635,1
2636,0
2637,0
2638,0
2639,0
2640,1
2641,1
2642,0
2643,0
2644,0
2645,1
2646,1
2647,0
2648,1
2649,0
2650,0
2651,0
2652,0
2653,1
2654,1
2655,0
2656,0
2657,1
2658,1
2659,0
2660,0
2661,0
2662,0
2663,0
2664,1
2665,1
2666,1
2667,0
2668,0
2669,1
2670,0
2671,0
2672,0
2673,0
2674,0
2675,0
2676,1
2677,1
2678,0
2679,0
2680,1
2681,0
2682,1
2683,0
2684,1
2685,1
2686,1
2687,0
2688,1
2689,0
2690,0
2691,0
2692,1
2693,0
2694,0
2695,1
2696,1
2697,0
2698,0
2699,0
2700,0
2701,0
2702,1
2703,0
2704,0
2705,1
2706,0
2707,0
2708,0
2709,1
2710,1
2711,0
2712,0
2713,0
2714,0
2715,1
2716,1
2717,0
2718,1
2719,0
2720,1
2721,0
2722,0
2723,0
2724,0
2725,1
2726,0
2727,1
2728,1
2729,0
2730,1
2731,0
2732,0
2733,0
2734,0
2735,0
2736,0
2737,1
2738,0
2739,1
2740,1
2741,0
2742,0
2743,0
2744,1
2745,1
2746,0
2747,0
2748,0
2749,1
2750,1
2751,1
2752,0
2753,1
2754,1
2755,0
2756,0
2757,0
2758,0
2759,0
2760,1
2761,0
2762,0
2763,0
2764,0
2765,0
2766,0
2767,0
2768,1
2769,0
2770,0
2771,0
2772,0
2773,0
2774,1
2775,0
2776,1
2777,0
2778,0
2779,0
2780,0
2781,1
2782,0
2783,0
2784,0
2785,0
2786,0
2787,1
2788,0
2789,0
2790,0
2791,1
2792,0
2793,0
2794,0
2795,1
2796,0
2797,0
2798,1
2799,0
2800,0
2801,0
2802,1
2803,0
2804,1
2805,0
2806,0
2807,0
2808,0
2809,1
2810,0
2811,0
2812,0
2813,0
2814,0
2815,0
2816,1
2817,1
2818,0
2819,0
2820,1
2821,0
2822,1
2823,0
2824,0
2825,1
2826,1
2827,0
2828,0
2829,0
2830,1
2831,1
2832,0
2833,1
2834,0
2835,0
2836,0
2837,1
2838,0
2839,1
2840,0
2841,0
2842,1
2843,1
2844,0
2845,1
2846,1
2847,0
2848,1
2849,1
2850,1
2851,1
2852,0
2853,0
2854,0
2855,1
2856,1
2857,0
2858,0
2859,0
2860,1
2861,0
2862,0
2863,0
2864,0
2865,0
2866,1
2867,0
2868,1
2869,1
2870,0
2871,0
2872,0
2873,0
2874,1
2875,0
2876,0
2877,1
2878,0
2879,1
2880,0
2881,0
2882,0
2883,0
2884,1
2885,0
2886,0
2887,0
2888,1
2889,1
2890,0
2891,1
2892,0
2893,0
2894,1
2895,0
2896,0
2897,1
2898,1
2899,0
2900,0
2901,0
2902,1
2903,0
2904,0
2905,0
2906,0
2907,0
2908,0
2909,0
2910,0
2911,0
2912,0
2913,0
2914,0
2915,0
2916,0
2917,0
2918,0
2919,0
2920,0
2921,0
2922,0
2923,0
2924,1
2925,0
2926,0
2927,0
2928,0
2929,0
2930,0
2931,0
2932,0
2933,1
2934,1
2935,0
2936,0
2937,0
2938,0
2939,0
2940,1
2941,1
2942,0
2943,0
2944,0
2945,1
2946,1
2947,0
2948,1
2949,0
2950,0
2951,1
2952,1
2953,1
2954,1
2955,1
2956,0
2957,1
2958,0
2959,0
2960,0
2961,1
2962,0
2963,0
2964,0
2965,1
2966,1
2967,0
2968,1
2969,0
2970,1
2971,1
2972,0
2973,0
2974,0
2975,1
2976,0
2977,1
2978,0
2979,0
2980,1
2981,1
2982,0
2983,0
2984,0
2985,0
2986,0
2987,1
2988,1
2989,0
2990,0
2991,1
2992,1
2993,0
2994,0
2995,1
2996,1
2997,1
